kepid,kepoi_name,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_model_snr
10875245,K00117.03,CONFIRMED,3.180027898,7.278e-06,-7.278e-06,3.5797,0.0558,-0.0558,120.3,2.7,-2.7,1.53,0.07,-0.05,1.402,0.063,-0.046,50.4
5436502,K00834.05,CONFIRMED,50.4467417,0.0006505,-0.0006505,7.159,0.247,-0.247,370.3,20.1,-20.1,2.67,0.47,-0.51,1.384,0.242,-0.266,19.4
5456651,K00835.01,CONFIRMED,11.76307164,2.035e-05,-2.035e-05,2.9076,0.05,-0.05,1037.3,23.9,-23.9,2.35,0.17,-0.08,0.756,0.054,-0.027,48.9
5456651,K00835.02,CONFIRMED,56.2279271,0.0003134,-0.0003134,3.57,0.134,-0.134,862.7,44.9,-44.9,2.37,0.17,-0.09,0.756,0.054,-0.027,20.9
5481416,K00836.01,FALSE POSITIVE,2.384052875,4.74e-06,-4.74e-06,3.0918,0.0817,-0.0817,1268.1,29.9,-29.9,17.06,1.32,-1.6,0.701,0.054,-0.066,50.5
5531576,K00837.01,CONFIRMED,7.953547,1.91e-05,-1.91e-05,2.6312,0.0595,-0.0595,875.4,25.3,-25.3,2.25,0.07,-0.14,0.779,0.023,-0.049,38.4
5531576,K00837.02,CONFIRMED,4.14451656,1.44e-05,-1.44e-05,2.3421,0.0984,-0.0984,391.8,19.8,-19.8,1.48,0.05,-0.09,0.779,0.023,-0.049,22.8
5534814,K00838.01,FALSE POSITIVE,4.859386384,1.272e-06,-1.272e-06,2.2757,0.0122,-0.0122,6044.3,27.2,-27.2,38.33,12.8,-4.27,0.988,0.33,-0.11,269.7
6291653,K00850.01,CONFIRMED,10.526294577,1.783e-06,-1.783e-06,2.5211,0.0257,-0.0257,9768.0,26.4,-26.4,8.24,1.48,-0.8,0.793,0.143,-0.077,482.3
6392727,K00851.01,CONFIRMED,4.583520948,4.18e-06,-4.18e-06,2.7055,0.0321,-0.0321,3812.1,44.5,-44.5,5.39,1.6,-0.53,0.877,0.26,-0.087,99.5
6422070,K00852.01,CONFIRMED,3.76181843,1.14e-05,-1.14e-05,3.5176,0.0901,-0.0901,510.6,16.4,-16.4,2.66,0.73,-0.26,0.949,0.26,-0.093,35.9
6428700,K00853.01,CONFIRMED,8.20396958,1.488e-05,-1.488e-05,2.9667,0.0529,-0.0529,1024.4,21.2,-21.2,3.01,0.24,-0.3,0.826,0.066,-0.083,54.4
6428700,K00853.02,CONFIRMED,14.49645186,6.36e-05,-6.36e-05,4.016,0.305,-0.305,647.5,26.7,-26.7,3.01,0.24,-0.3,0.826,0.066,-0.083,25.7
5792202,K00841.03,CONFIRMED,6.54626149,2.668e-05,-2.668e-05,2.75,0.111,-0.111,655.9,30.0,-30.0,2.19,0.22,-0.08,0.817,0.08,-0.029,24.8
5794379,K00842.01,CONFIRMED,12.71809866,2.324e-05,-2.324e-05,3.0957,0.0562,-0.0562,1149.4,24.5,-24.5,2.31,0.17,-0.22,0.686,0.049,-0.067,52.7
5794379,K00842.02,CONFIRMED,36.06588163,8.305e-05,-8.305e-05,4.3246,0.0634,-0.0634,1563.8,32.1,-32.1,2.64,0.19,-0.26,0.686,0.049,-0.067,51.7
5881688,K00843.01,CONFIRMED,4.190425659,1.611e-06,-1.611e-06,2.8589,0.0224,-0.0224,2877.4,14.1,-14.1,6.21,2.05,-0.82,1.135,0.375,-0.15,240.6
6022556,K00844.01,CONFIRMED,3.709870784,3.043e-06,-3.043e-06,3.0694,0.0265,-0.0265,2020.3,20.1,-20.1,4.35,0.64,-0.28,0.978,0.146,-0.062,116.1
6032497,K00845.01,CONFIRMED,16.3297527,3.611e-05,-3.611e-05,6.271,0.112,-0.112,1187.5,18.1,-18.1,3.75,1.11,-0.47,0.987,0.291,-0.125,74.6
6061119,K00846.01,CONFIRMED,27.807566216,4.747e-06,-4.747e-06,4.21587,0.00935,-0.00935,25391.0,47.3,-47.3,13.84,3.63,-1.21,0.785,0.206,-0.069,748.1
6191521,K00847.01,CONFIRMED,80.8723469,0.0001468,-0.0001468,11.195,0.13,-0.13,3604.6,25.9,-25.9,7.59,1.24,-1.52,1.238,0.202,-0.247,160.9
6267425,K00848.01,FALSE POSITIVE,3.166465862,2.222e-06,-2.222e-06,2.9381,0.0327,-0.0327,4357.2,44.4,-44.4,26.82,2.48,-2.74,0.704,0.065,-0.072,122.1
3531558,K00118.01,CONFIRMED,24.99324319,6.127e-05,-6.127e-05,5.9409,0.0669,-0.0669,269.6,4.9,-4.9,2.29,0.12,-0.08,1.317,0.064,-0.048,62.0
6276477,K00849.01,CONFIRMED,10.35533116,2.087e-05,-2.087e-05,3.1775,0.0602,-0.0602,750.6,17.4,-17.4,2.47,0.59,-0.31,0.918,0.217,-0.117,49.2
6863998,K00867.01,CONFIRMED,16.08518937,3.022e-05,-3.022e-05,3.984,0.0875,-0.0875,1442.4,26.7,-26.7,3.68,0.54,-0.36,0.826,0.122,-0.081,62.6
6867155,K00868.01,CANDIDATE,235.9986399,0.0002773,-0.0002773,8.2284,0.0606,-0.0606,20715.0,91.7,-91.7,10.59,0.35,-0.52,0.657,0.022,-0.032,271.8
6948054,K00869.01,CONFIRMED,7.49018305,1.181e-05,-1.181e-05,2.7297,0.0424,-0.0424,1123.6,22.7,-22.7,2.56,0.17,-0.12,0.787,0.051,-0.039,53.0
6948054,K00869.02,CONFIRMED,36.2761238,0.0001055,-0.0001055,4.7865,0.0756,-0.0756,1572.6,35.5,-35.5,3.03,0.2,-0.15,0.787,0.051,-0.039,45.5
6948054,K00869.03,CONFIRMED,17.46087931,5.278e-05,-5.278e-05,2.2641,0.0721,-0.0721,812.4,38.3,-38.3,2.32,0.15,-0.12,0.787,0.051,-0.039,22.6
6435936,K00854.01,CONFIRMED,56.0560754,0.0002753,-0.0002753,4.685,0.132,-0.132,1626.0,66.7,-66.7,1.94,0.12,-0.22,0.491,0.03,-0.055,27.4
6522242,K00855.01,CONFIRMED,41.408316686,6.58e-06,-6.58e-06,5.0264,0.0136,-0.0136,22839.0,31.4,-31.4,11.38,2.07,-1.04,0.747,0.136,-0.068,907.8
6526710,K00856.01,CANDIDATE,39.74893077,1.554e-05,-1.554e-05,7.3051,0.0213,-0.0213,15179.0,44.1,-44.1,14.21,4.46,-1.49,0.964,0.303,-0.101,561.1
6587280,K00857.01,CONFIRMED,5.715425977,7.779e-06,-7.779e-06,2.5242,0.0418,-0.0418,908.1,17.4,-17.4,2.47,0.37,-0.17,0.826,0.124,-0.057,59.4
9471974,K00119.01,CONFIRMED,49.18394185,2.475e-05,-2.475e-05,11.3364,0.051,-0.051,1646.2,5.4,-5.4,8.2,0.5,-0.55,2.057,0.125,-0.138,355.7
6587280,K00857.02,CONFIRMED,20.0261412,0.0001272,-0.0001272,1.611,0.195,-0.195,421.2,60.7,-60.7,2.28,0.35,-0.16,0.826,0.124,-0.057,10.7
6599919,K00858.01,CANDIDATE,13.61014819,5.969e-06,-5.969e-06,2.594,0.0194,-0.0194,5732.9,38.1,-38.1,19.02,4.92,-2.28,0.903,0.234,-0.108,184.1
6675056,K00859.01,FALSE POSITIVE,10.44331991,2.287e-05,-2.287e-05,2.743,0.505,-0.505,1159.8,64.2,-64.2,2.66,0.2,-0.27,0.802,0.059,-0.081,51.7
6685526,K00861.01,CONFIRMED,2.237489571,5.022e-06,-5.022e-06,1.8119,0.0554,-0.0554,315.8,11.8,-11.8,1.41,0.13,-0.05,0.81,0.073,-0.029,30.7
6756669,K00862.01,FALSE POSITIVE,5.851520671,3.31e-07,-3.31e-07,3.11058,0.00627,-0.00627,33004.0,26.1,-26.1,14.62,2.92,-1.58,0.806,0.161,-0.087,1630.4
6784235,K00863.01,CONFIRMED,3.167893418,3.869e-06,-3.869e-06,2.1814,0.0324,-0.0324,781.2,14.3,-14.3,2.62,0.78,-0.26,0.94,0.282,-0.094,64.8
6849310,K00864.01,CONFIRMED,4.311780262,4.342e-06,-4.342e-06,2.7251,0.0314,-0.0314,1154.0,15.0,-15.0,3.11,0.39,-0.21,0.927,0.115,-0.062,86.1
6849310,K00864.02,CONFIRMED,20.0504494,8.826e-05,-8.826e-05,4.556,0.0986,-0.0986,840.9,23.5,-23.5,2.69,0.33,-0.18,0.927,0.115,-0.062,37.8
6849310,K00864.03,CONFIRMED,9.76734503,3.052e-05,-3.052e-05,1.6585,0.0777,-0.0777,569.1,31.7,-31.7,2.67,0.33,-0.18,0.927,0.115,-0.062,21.1
6862328,K00865.01,CANDIDATE,119.0207044,0.0001179,-0.0001179,8.1405,0.0382,-0.0382,7430.5,38.4,-38.4,8.98,1.23,-1.35,1.062,0.146,-0.16,223.5
9471974,K00119.02,CONFIRMED,190.3200468,0.0005327,-0.0005327,15.284,0.209,-0.209,1141.7,8.5,-8.5,7.78,0.48,-0.52,2.057,0.125,-0.138,139.3
6862603,K00866.01,FALSE POSITIVE,2.861159894,3.059e-06,-3.059e-06,1.8832,0.0878,-0.0878,1014.3,28.6,-28.6,4.37,1.38,-0.46,1.021,0.324,-0.108,58.3
7366258,K00880.01,CONFIRMED,26.44439337,3.65e-05,-3.65e-05,3.9783,0.0417,-0.0417,1843.5,22.2,-22.2,3.91,0.43,-0.29,0.929,0.104,-0.069,88.0
7366258,K00880.02,CONFIRMED,51.53997972,5.613e-05,-5.613e-05,6.3994,0.0438,-0.0438,3644.3,23.9,-23.9,5.51,0.62,-0.41,0.929,0.104,-0.069,155.5
7366258,K00880.03,CONFIRMED,5.902245782,7.373e-06,-7.373e-06,2.9003,0.0317,-0.0317,702.3,12.8,-12.8,2.43,0.27,-0.18,0.929,0.104,-0.069,59.3
7366258,K00880.04,CONFIRMED,2.382951591,2.808e-06,-2.808e-06,1.8876,0.0297,-0.0297,391.6,10.4,-10.4,1.86,0.21,-0.13,0.929,0.104,-0.069,41.4
7373451,K00881.01,CONFIRMED,21.02250608,4.091e-05,-4.091e-05,4.1072,0.0538,-0.0538,1772.5,32.1,-32.1,3.07,0.21,-0.14,0.75,0.052,-0.033,62.4
6948054,K00869.04,CONFIRMED,3.219814777,5.531e-06,-5.531e-06,2.0642,0.0392,-0.0392,488.2,17.6,-17.6,1.69,0.11,-0.08,0.787,0.051,-0.039,30.5
6949607,K00870.01,CONFIRMED,5.912273234,7.039e-06,-7.039e-06,2.3254,0.0296,-0.0296,961.4,17.2,-17.2,1.73,0.09,-0.1,0.57,0.029,-0.032,62.8
6949607,K00870.02,CONFIRMED,8.98581901,1.437e-05,-1.437e-05,2.8606,0.0413,-0.0413,881.3,18.5,-18.5,1.65,0.09,-0.09,0.57,0.029,-0.032,51.8
7031517,K00871.01,CANDIDATE,12.940668656,3.352e-06,-3.352e-06,2.4845,0.0165,-0.0165,42450.0,198.0,-198.0,22.94,4.93,-1.96,0.809,0.174,-0.069,307.5
11869052,K00120.01,FALSE POSITIVE,20.5452375,0.0001428,-0.0001428,2.517,0.0947,-0.0947,218.5,14.0,-14.0,2.41,0.56,-0.63,1.264,0.298,-0.328,18.5
7109675,K00872.01,CONFIRMED,33.60123371,1.767e-05,-1.767e-05,4.4056,0.0578,-0.0578,7425.9,33.2,-33.2,8.46,0.4,-0.5,0.93,0.044,-0.055,247.9
7109675,K00872.02,CONFIRMED,6.76652928,1.577e-05,-1.577e-05,2.9004,0.0546,-0.0546,450.7,17.2,-17.2,1.97,0.09,-0.12,0.93,0.044,-0.055,29.2
7118364,K00873.01,CONFIRMED,4.347288783,8.512e-06,-8.512e-06,2.1024,0.0502,-0.0502,451.6,13.2,-13.2,2.36,0.39,-0.29,1.122,0.184,-0.138,39.7
7134976,K00874.01,CONFIRMED,4.601811819,6.168e-06,-6.168e-06,2.2607,0.0367,-0.0367,755.9,14.1,-14.1,2.35,0.09,-0.18,0.833,0.032,-0.064,60.8
7134976,K00874.02,CONFIRMED,11.18719905,5.331e-05,-5.331e-05,3.252,0.122,-0.122,353.6,17.5,-17.5,1.55,0.06,-0.12,0.833,0.032,-0.064,21.9
7135852,K00875.01,CONFIRMED,4.220965778,2.584e-06,-2.584e-06,3.0854,0.0645,-0.0645,2260.0,17.9,-17.9,2.62,0.58,-0.58,0.517,0.114,-0.114,157.8
7270230,K00876.01,FALSE POSITIVE,6.998099523,2.356e-06,-2.356e-06,2.0488,0.0142,-0.0142,20285.0,128.0,-128.0,588.66,128.5,-46.16,0.829,0.181,-0.065,192.3
7287995,K00877.01,CONFIRMED,5.95489993,5.482e-06,-5.482e-06,2.3892,0.0281,-0.0281,1410.7,17.8,-17.8,2.33,0.1,-0.11,0.633,0.026,-0.029,87.2
7287995,K00877.02,CONFIRMED,12.03987488,1.825e-05,-1.825e-05,2.7363,0.0411,-0.0411,1250.6,23.5,-23.5,2.18,0.09,-0.1,0.633,0.026,-0.029,57.6
7287995,K00877.03,CONFIRMED,20.83762895,9.65e-05,-9.65e-05,2.3734,0.0987,-0.0987,439.0,30.9,-30.9,1.42,0.06,-0.07,0.633,0.026,-0.029,14.9
3247396,K00121.01,FALSE POSITIVE,8.8111022,1.642e-05,-1.642e-05,5.0683,0.0771,-0.0771,401.1,6.1,-6.1,63.66,8.98,-17.95,2.404,0.339,-0.678,76.8
7303253,K00878.01,CONFIRMED,23.58917143,5.786e-05,-5.786e-05,5.073,0.325,-0.325,1200.7,27.4,-27.4,3.16,0.3,-0.33,0.721,0.069,-0.075,53.3
5094751,K00123.01,CONFIRMED,6.481633073,6.004e-06,-6.004e-06,3.784,0.0339,-0.0339,298.5,2.7,-2.7,2.54,0.11,-0.12,1.302,0.058,-0.058,125.6
7678434,K00892.01,CONFIRMED,10.37168928,1.477e-05,-1.477e-05,3.035,0.0456,-0.0456,1254.9,21.2,-21.2,3.2,0.18,-0.28,0.888,0.049,-0.077,64.5
7678434,K00892.02,CONFIRMED,3.96996298,1.395e-05,-1.395e-05,1.1757,0.097,-0.097,299.2,24.5,-24.5,1.78,0.09,-0.16,0.888,0.049,-0.077,15.0
7685981,K00893.01,CONFIRMED,4.40841331,1.408e-05,-1.408e-05,5.012,0.106,-0.106,549.4,13.4,-13.4,2.66,0.79,-0.33,0.961,0.285,-0.122,45.1
7708215,K00894.01,FALSE POSITIVE,7.9426176,2.419e-05,-2.419e-05,6.703,0.173,-0.173,1590.7,40.4,-40.4,4.68,1.46,-0.48,0.926,0.289,-0.096,60.4
7373451,K00881.02,CONFIRMED,226.8904775,0.0009057,-0.0009057,7.558,0.193,-0.193,3136.4,69.4,-69.4,4.53,0.32,-0.2,0.75,0.052,-0.033,46.8
7377033,K00882.01,FALSE POSITIVE,1.956811408,1.059e-06,-1.059e-06,2.1958,0.0257,-0.0257,24905.0,244.0,-244.0,21.58,1.33,-1.47,0.603,0.037,-0.041,125.4
7380537,K00883.01,CANDIDATE,2.688899233,1.9e-07,-1.9e-07,2.11275,0.00254,-0.00254,37492.0,44.0,-44.0,12.04,1.36,-0.79,0.639,0.072,-0.042,1011.6
7434875,K00884.01,CONFIRMED,9.439459486,4.991e-06,-4.991e-06,2.8979,0.0188,-0.0188,3036.1,18.8,-18.8,4.16,0.5,-0.28,0.779,0.093,-0.053,175.2
8349582,K00122.01,CONFIRMED,11.523067458,9.452e-06,-9.452e-06,3.8757,0.0209,-0.0209,507.3,4.2,-4.2,3.13,0.2,-0.17,1.411,0.091,-0.073,142.0
7434875,K00884.02,CONFIRMED,20.47748843,3.126e-05,-3.126e-05,2.8364,0.0419,-0.0419,1382.4,28.2,-28.2,2.92,0.35,-0.19,0.779,0.093,-0.053,52.7
7434875,K00884.03,CONFIRMED,3.336123113,4.359e-06,-4.359e-06,1.9616,0.0333,-0.0333,516.3,13.7,-13.7,1.74,0.2,-0.12,0.779,0.093,-0.053,41.6
7455287,K00886.01,CONFIRMED,8.01078456,1.061e-05,-1.061e-05,2.312,0.0336,-0.0336,1333.6,29.3,-29.3,1.72,0.13,-0.2,0.47,0.036,-0.054,48.5
7455287,K00886.02,CONFIRMED,12.07134205,4.21e-05,-4.21e-05,4.3224,0.0983,-0.0983,759.2,26.4,-26.4,1.29,0.1,-0.15,0.47,0.036,-0.054,31.0
7455287,K00886.03,CONFIRMED,20.99587872,7.662e-05,-7.662e-05,2.6333,0.0866,-0.0866,767.3,42.9,-42.9,1.3,0.1,-0.15,0.47,0.036,-0.054,18.2
7458762,K00887.01,CONFIRMED,7.41113177,1.357e-05,-1.357e-05,2.5242,0.0492,-0.0492,620.5,14.3,-14.3,2.45,0.77,-0.25,0.919,0.289,-0.096,50.4
7552344,K00888.01,FALSE POSITIVE,1.000747038,2.91e-07,-2.91e-07,0.9967,0.0388,-0.0388,1823.5,16.9,-16.9,4.14,0.75,-0.57,0.79,0.143,-0.108,147.4
757450,K00889.01,CONFIRMED,8.884922995,1.636e-06,-1.636e-06,2.07004,0.00709,-0.00709,16053.0,47.4,-47.4,10.51,0.56,-0.57,0.843,0.045,-0.045,388.2
7585481,K00890.01,CONFIRMED,8.09888906,2.181e-06,-2.181e-06,4.20241,0.00982,-0.00982,6911.1,18.0,-18.0,8.95,2.94,-0.98,1.076,0.353,-0.118,435.9
7663691,K00891.01,CONFIRMED,10.00653012,2.001e-05,-2.001e-05,5.344,0.114,-0.114,936.1,14.7,-14.7,3.52,1.11,-0.38,1.001,0.318,-0.106,71.9
5812701,K00012.01,CONFIRMED,17.855221681,3.676e-06,-3.676e-06,7.41287,0.00581,-0.00581,9065.2,11.2,-11.2,13.16,2.57,-0.65,1.367,0.267,-0.067,915.7
8013419,K00901.01,CANDIDATE,12.732624065,4.397e-06,-4.397e-06,2.2083,0.0432,-0.0432,6465.7,41.0,-41.0,4.87,0.97,-0.96,0.541,0.107,-0.107,210.5
8018547,K00902.01,CANDIDATE,83.92494032,7.999e-05,-7.999e-05,6.7904,0.0748,-0.0748,7958.7,54.8,-54.8,4.78,0.34,-0.47,0.509,0.036,-0.05,182.1
8039892,K00903.01,CONFIRMED,5.007316661,1.389e-06,-1.389e-06,4.2362,0.0248,-0.0248,6932.3,19.7,-19.7,6.96,1.75,-0.62,0.827,0.208,-0.074,431.4
8150320,K00904.01,CONFIRMED,2.211116989,2.691e-06,-2.691e-06,1.6485,0.0297,-0.0297,724.2,18.9,-18.9,1.85,0.13,-0.05,0.646,0.043,-0.02,42.6
8150320,K00904.02,CONFIRMED,27.9541337,0.0001727,-0.0001727,3.95,0.138,-0.138,942.5,39.6,-39.6,1.9,0.13,-0.06,0.646,0.043,-0.02,25.4
11086270,K00124.01,CONFIRMED,12.69104387,2.298e-05,-2.298e-05,3.7727,0.0452,-0.0452,252.1,4.6,-4.6,2.57,0.4,-0.65,1.626,0.254,-0.413,60.2
7767559,K00895.01,FALSE POSITIVE,4.409409243,5.831e-06,-5.831e-06,3.8636,0.0468,-0.0468,12861.0,174.0,-174.0,10.95,3.05,-2.03,0.975,0.271,-0.181,85.8
7825899,K00896.01,CONFIRMED,16.23947096,1.575e-05,-1.575e-05,4.0374,0.0345,-0.0345,2590.7,22.5,-22.5,4.14,0.38,-0.15,0.837,0.078,-0.03,123.8
7825899,K00896.02,CONFIRMED,6.308201629,7.031e-06,-7.031e-06,2.9785,0.0323,-0.0323,1328.5,17.3,-17.3,2.96,0.28,-0.1,0.837,0.078,-0.03,86.2
7849854,K00897.01,CONFIRMED,2.052349884,1.37e-07,-1.37e-07,2.0778,0.0109,-0.0109,14281.0,17.9,-17.9,13.12,2.01,-1.18,1.08,0.166,-0.097,1072.1
7870390,K00898.01,CONFIRMED,9.7704486,1.455e-05,-1.455e-05,2.4517,0.0443,-0.0443,1897.8,36.6,-36.6,2.23,0.14,-0.2,0.509,0.032,-0.046,58.0
7870390,K00898.02,CONFIRMED,5.169804269,9.036e-06,-9.036e-06,2.153,0.0493,-0.0493,1037.4,27.7,-27.7,1.66,0.11,-0.15,0.509,0.032,-0.046,41.4
5094751,K00123.02,CONFIRMED,21.22261195,2.908e-05,-2.908e-05,6.5093,0.042,-0.042,366.0,3.5,-3.5,2.48,0.11,-0.11,1.302,0.058,-0.058,114.9
7870390,K00898.03,CONFIRMED,20.09017037,6.63e-05,-6.63e-05,4.154,0.154,-0.154,1432.1,41.4,-41.4,2.25,0.14,-0.21,0.509,0.032,-0.046,36.9
7907423,K00899.01,CONFIRMED,7.11373257,1.275e-05,-1.275e-05,2.1764,0.0496,-0.0496,807.6,20.5,-20.5,1.16,0.13,-0.17,0.411,0.045,-0.06,44.4
7907423,K00899.02,CONFIRMED,3.306551643,6.4e-06,-6.4e-06,1.8177,0.0485,-0.0485,509.2,15.6,-15.6,0.91,0.1,-0.13,0.411,0.045,-0.06,37.8
7907423,K00899.03,CONFIRMED,15.36845737,4.067e-05,-4.067e-05,2.4714,0.069,-0.069,756.1,26.4,-26.4,1.11,0.12,-0.16,0.411,0.045,-0.06,30.9
7938496,K00900.01,CONFIRMED,13.81020318,2.968e-05,-2.968e-05,3.048,0.0635,-0.0635,1309.7,31.5,-31.5,4.56,1.33,-0.88,1.142,0.333,-0.222,46.2
8490993,K00911.01,CONFIRMED,4.093578461,8.955e-06,-8.955e-06,2.5833,0.063,-0.063,538.6,17.0,-17.0,2.85,0.8,-0.34,0.999,0.28,-0.12,36.4
8490993,K00911.02,CONFIRMED,105.145959,0.001997,-0.001997,8.593,0.446,-0.446,685.4,45.6,-45.6,3.43,0.96,-0.42,0.999,0.28,-0.12,15.4
8505670,K00912.01,CONFIRMED,10.8484518,1.631e-05,-1.631e-05,2.9993,0.0431,-0.0431,1675.6,28.8,-28.8,2.34,0.44,-0.43,0.591,0.109,-0.109,64.5
8505670,K00912.02,CONFIRMED,6.66833241,3.449e-05,-3.449e-05,1.915,0.132,-0.132,362.3,30.1,-30.1,1.18,0.21,-0.22,0.591,0.109,-0.109,14.2
8544996,K00913.01,CONFIRMED,4.082274889,2.47e-07,-2.47e-07,3.23015,0.00288,-0.00288,17859.0,12.5,-12.5,10.55,2.4,-0.87,0.794,0.181,-0.065,1669.1
8552202,K00914.01,CANDIDATE,3.886655224,7.822e-06,-7.822e-06,3.1646,0.0604,-0.0604,581.6,13.9,-13.9,1.87,0.36,-0.15,0.738,0.14,-0.06,48.1
8150320,K00904.03,CONFIRMED,42.1406089,0.0003143,-0.0003143,5.083,0.155,-0.155,895.5,43.6,-43.6,1.85,0.13,-0.05,0.646,0.043,-0.02,21.6
8150320,K00904.04,CONFIRMED,4.617490562,9.45e-06,-9.45e-06,2.2618,0.0477,-0.0477,575.8,21.8,-21.8,1.62,0.11,-0.05,0.646,0.043,-0.02,28.1
8150320,K00904.05,CONFIRMED,10.19849255,3.25e-05,-3.25e-05,2.4283,0.0705,-0.0705,634.1,31.3,-31.3,1.75,0.11,-0.06,0.646,0.043,-0.02,21.4
8180063,K00905.01,FALSE POSITIVE,5.795063956,5.032e-06,-5.032e-06,3.2496,0.0513,-0.0513,1692.9,26.5,-26.5,4.33,0.98,-0.39,0.827,0.186,-0.074,119.4
8226994,K00906.01,CONFIRMED,7.15681552,1.201e-05,-1.201e-05,2.5882,0.0463,-0.0463,867.0,19.8,-19.8,2.47,0.1,-0.2,0.838,0.033,-0.066,47.7
8226994,K00906.02,CONFIRMED,17.64830851,5.499e-05,-5.499e-05,2.0873,0.0752,-0.0752,763.3,35.7,-35.7,2.43,0.1,-0.19,0.838,0.033,-0.066,23.8
8226994,K00906.03,CONFIRMED,4.14810719,3.053e-05,-3.053e-05,2.535,0.183,-0.183,175.2,15.3,-15.3,1.08,0.04,-0.09,0.838,0.033,-0.066,12.9
8247638,K00907.01,CONFIRMED,16.51410989,3.387e-05,-3.387e-05,4.1575,0.0539,-0.0539,973.5,18.5,-18.5,2.72,0.27,-0.24,0.866,0.089,-0.074,55.9
8247638,K00907.02,CONFIRMED,30.1329298,0.0001013,-0.0001013,5.172,0.113,-0.113,1015.8,24.0,-24.0,3.14,0.32,-0.27,0.866,0.089,-0.074,44.8
8247638,K00907.03,CONFIRMED,4.79090809,2.282e-05,-2.282e-05,2.603,0.11,-0.11,251.3,13.2,-13.2,1.36,0.14,-0.12,0.866,0.089,-0.074,21.2
11086270,K00124.02,CONFIRMED,31.71981013,6.31e-05,-6.31e-05,4.819,0.0498,-0.0498,363.4,6.1,-6.1,3.09,0.49,-0.78,1.626,0.254,-0.413,63.1
8247638,K00907.04,CONFIRMED,99.6415962,0.0006637,-0.0006637,4.448,0.14,-0.14,952.5,44.1,-44.1,2.64,0.27,-0.23,0.866,0.089,-0.074,22.7
8255887,K00908.01,CONFIRMED,4.708326451,7.3e-07,-7.3e-07,3.16114,0.00526,-0.00526,7912.7,14.4,-14.4,10.6,2.85,-2.56,1.21,0.325,-0.293,633.4
8256049,K00909.01,FALSE POSITIVE,16.37198661,2.818e-05,-2.818e-05,3.8449,0.0654,-0.0654,4147.6,84.0,-84.0,540.37,39.25,-58.42,0.592,0.043,-0.064,54.5
8414716,K00910.01,CONFIRMED,5.392026903,6.664e-06,-6.664e-06,2.9804,0.0352,-0.0352,1151.4,17.2,-17.2,2.68,0.36,-0.19,0.801,0.106,-0.057,77.4
9140402,K00928.01,CANDIDATE,2.494170338,1.264e-06,-1.264e-06,1.1221,0.0175,-0.0175,863.7,13.9,-13.9,2.42,0.24,-0.12,0.829,0.082,-0.041,69.2
9141746,K00929.01,CONFIRMED,6.491682808,1.685e-06,-1.685e-06,4.301,0.0272,-0.0272,7163.3,17.2,-17.2,9.66,3.27,-1.31,1.107,0.375,-0.15,502.3
9159275,K00930.01,FALSE POSITIVE,3.044770796,4.462e-06,-4.462e-06,10.0134,0.0663,-0.0663,1695.0,10.1,-10.1,24.54,4.89,-1.96,0.753,0.15,-0.06,203.5
9166862,K00931.01,CONFIRMED,3.855603916,3.68e-07,-3.68e-07,3.2179,0.0101,-0.0101,16653.0,18.2,-18.2,13.61,3.8,-1.35,1.046,0.292,-0.104,1173.9
9166870,K00932.01,FALSE POSITIVE,3.855599139,4.003e-06,-4.003e-06,3.183,0.0616,-0.0616,1030.9,13.2,-13.2,3.57,1.0,-0.33,0.965,0.268,-0.089,90.1
11449844,K00125.01,CONFIRMED,38.47876629,4.731e-06,-4.731e-06,5.04169,0.00343,-0.00343,23530.0,25.4,-25.4,13.26,1.78,-0.59,0.879,0.118,-0.039,1077.8
8605074,K00915.01,FALSE POSITIVE,37.601661282,5.79e-06,-5.79e-06,8.30604,0.00855,-0.00855,59130.0,43.7,-43.7,27.22,8.22,-4.42,1.096,0.331,-0.178,1667.3
8628973,K00916.01,CONFIRMED,3.314947362,1.705e-06,-1.705e-06,1.8007,0.0284,-0.0284,1398.2,13.6,-13.6,3.94,1.11,-0.37,0.944,0.266,-0.089,123.5
8655354,K00917.01,FALSE POSITIVE,6.71969089,1.394e-05,-1.394e-05,3.0231,0.0879,-0.0879,969.7,26.2,-26.2,4.37,1.06,-0.57,0.866,0.21,-0.113,45.4
8672910,K00918.01,CONFIRMED,39.6431552,1.041e-05,-1.041e-05,6.5292,0.00694,-0.00694,15664.0,24.4,-24.4,10.98,0.72,-0.99,0.9,0.059,-0.081,690.3
8686150,K00919.01,FALSE POSITIVE,51.42598578,1.279e-05,-1.279e-05,16.9422,0.0148,-0.0148,66068.0,43.1,-43.1,29.66,9.26,-3.31,1.147,0.358,-0.128,1843.8
8689031,K00920.01,CONFIRMED,21.80451611,4.733e-05,-4.733e-05,3.4097,0.0714,-0.0714,1144.9,26.4,-26.4,2.6,0.47,-0.19,0.708,0.127,-0.051,49.9
8689373,K00921.01,CONFIRMED,10.28194593,1.884e-05,-1.884e-05,3.4366,0.0541,-0.0541,1110.7,21.3,-21.3,2.53,0.36,-0.19,0.775,0.111,-0.056,55.0
